rule_id,supplement_category,target_goal,ingredient_keyword,form,recommended_time,with_meal,frequency_per_day,dose_instruction,duration_weeks,avoid_with,spacing_rule,safety_note,tracking_frequency,expected_result_window,adherence_tip
SR0308,Mineral,Immunity,calcium,capsule,Between meals,Yes,1,Take as directed on label,16,Separate calcium/iron from levothyroxine by 4 hours,Keep 4 hours away from levothyroxine,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Weekly,8-12 weeks for deficiency support,Stop and report side effects
SR0309,Vitamin,Energy Boost,vitamin b complex,liquid,Morning,Yes,2,1 tablet after meal,16,Avoid exceeding daily upper limit,No special spacing required,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Weekly,4-12 weeks for wellness support,Review progress weekly
SR0310,Collagen Protein,Fat Loss,vitamin c,powder,After breakfast,Yes,1,Follow label dosage,16,Check allergy source such as fish/bovine collagen,No special spacing required,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Every 2 days,8-12 weeks for skin/joint support,Log missed doses honestly
SR0311,Joint Support,Digestive Health,chondroitin,tablet,Morning,Yes,1,Follow label dosage,8,Use caution with blood thinners,No special spacing required,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Every 2 days,8-12 weeks for joint comfort support,Log missed doses honestly
SR0312,Vitamin,General Wellness,vitamin b complex,capsule,Morning,Yes,2,Follow label dosage,8,Avoid exceeding daily upper limit,No special spacing required,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Weekly,4-12 weeks for wellness support,Stop and report side effects
SR0313,Joint Support,Recovery,msm,gel,After dinner,Yes,1,1-2 capsules daily with meal,8,Check shellfish allergy for glucosamine,No special spacing required,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Every 2 days,8-12 weeks for joint comfort support,Log missed doses honestly
SR0314,BCAA,Muscle Gain,bcaa,softgel,After workout,No,1,Follow label dosage,8,Avoid duplicate amino acid products,No special spacing required,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Every 2 days,2-6 weeks for recovery support,Take it at the same time every day
SR0315,General Wellness,Recovery,greens blend,softgel,After breakfast,Yes,1,Follow label dosage,12,Do not combine duplicate ingredients,No special spacing required,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Every 2 days,4-8 weeks for general wellness support,Set a daily reminder in the app
SR0316,Protein,Muscle Gain,casein protein,liquid,Evening,Yes,1,1 scoop daily,10,Avoid if lactose intolerant unless using plant protein,No special spacing required,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Daily,4-8 weeks for recovery improvement,Take it at the same time every day
SR0317,Omega-3,Body Building,fish oil,powder,After lunch,Yes,2,1-2 softgels daily with food,16,Use caution with blood thinning medications,Use caution with blood-thinning medication,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Every 2 days,8-12 weeks for heart health support,Stop and report side effects
SR0318,Joint Support,Strength,msm,softgel,After dinner,Yes,1,Follow label dosage,12,Use caution with blood thinners,No special spacing required,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Daily,8-12 weeks for joint comfort support,Take it at the same time every day
SR0319,BCAA,Recovery,leucine,liquid,Before workout,Optional,1,1 scoop with water,6,Avoid duplicate amino acid products,No special spacing required,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Every 2 days,2-6 weeks for recovery support,Review progress weekly
SR0320,Protein,General Wellness,whey protein,softgel,Evening,Optional,1,1 scoop with water or milk,12,Avoid excessive intake with kidney disease,No special spacing required,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Daily,8-12 weeks for muscle gain support,Stop and report side effects
SR0321,BCAA,Immunity,leucine,gel,Before workout,Optional,1,Follow label dosage,8,Avoid duplicate amino acid products,No special spacing required,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Every 2 days,2-6 weeks for recovery support,Stop and report side effects
SR0322,Performance,Skin Health,creatine monohydrate,tablet,Any time daily,Optional,1,3-5g daily,8,Avoid high caffeine intake at night,No special spacing required,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Weekly,2-6 weeks for strength support,Log missed doses honestly
SR0323,Digestive,Energy Boost,lactobacillus,capsule,Before breakfast,Optional,2,Follow label dosage,4,Stop if severe stomach discomfort occurs,No special spacing required,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Daily,2-6 weeks for digestive support,Set a daily reminder in the app
SR0324,Performance,Fat Loss,pre workout blend,liquid,Before workout,Optional,1,Follow label dosage,12,Avoid high caffeine intake at night,Avoid within 6 hours of bedtime,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Daily,4-8 weeks for performance improvement,Log missed doses honestly
SR0325,Vitamin,Skin Health,multivitamin,liquid,After breakfast,Yes,1,1 capsule daily,8,Check duplicate vitamins from other products,No special spacing required,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Every 2 days,4-12 weeks for wellness support,Set a daily reminder in the app
SR0326,Performance,Joint Support,creatine monohydrate,tablet,Before workout,Optional,1,1 serving 20-30 minutes before workout,8,Consult doctor if kidney disease exists,No special spacing required,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Weekly,2-6 weeks for strength support,Log missed doses honestly
SR0327,Omega-3,Digestive Health,omega-3,softgel,After lunch,Yes,2,1-2 softgels daily with food,12,Consult doctor before surgery,Use caution with blood-thinning medication,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Every 2 days,8-12 weeks for heart health support,Set a daily reminder in the app
SR0328,BCAA,Strength,bcaa,gel,During workout,Optional,2,1 scoop with water,10,Use carefully with liver/kidney conditions,No special spacing required,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Every 2 days,2-6 weeks for recovery support,Review progress weekly
SR0329,Protein,Body Building,casein protein,tablet,Morning,Yes,1,1 serving after workout,10,Avoid if lactose intolerant unless using plant protein,No special spacing required,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Weekly,8-12 weeks for muscle gain support,Set a daily reminder in the app
SR0330,Joint Support,Energy Boost,chondroitin,liquid,Morning,Yes,1,1-2 capsules daily with meal,12,Check shellfish allergy for glucosamine,No special spacing required,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Weekly,8-12 weeks for joint comfort support,Take it at the same time every day
SR0331,Joint Support,Skin Health,glucosamine,softgel,After breakfast,Yes,2,1-2 capsules daily with meal,12,Use caution with blood thinners,No special spacing required,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Every 2 days,8-12 weeks for joint comfort support,Log missed doses honestly
SR0332,Vitamin,General Wellness,vitamin d,softgel,After lunch,Yes,2,1 tablet after meal,12,Avoid exceeding daily upper limit,No special spacing required,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Weekly,4-12 weeks for wellness support,Set a daily reminder in the app
SR0333,Collagen Protein,Body Building,biotin,softgel,After breakfast,Optional,2,Follow label dosage,16,Check allergy source such as fish/bovine collagen,No special spacing required,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Every 2 days,8-12 weeks for skin/joint support,Review progress weekly
SR0334,Joint Support,Energy Boost,glucosamine,powder,After breakfast,Yes,1,Follow label dosage,16,Check shellfish allergy for glucosamine,No special spacing required,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Daily,8-12 weeks for joint comfort support,Log missed doses honestly
