supplement_id,name,category,target_goal,ingredients,dosage,price_range,brand,size,form,price_lkr,price_range_lkr,currency,store_name,price_source,last_checked,data_type,price_note,rating
S0337,HealthPlus Pre-Workout Caffeine Plus,Performance,Energy Boost,caffeine; beta-alanine; citrulline,30 min before workout,High,Generic Performance,300g-500g,powder,17200,10000-25000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4
S0338,StrongLife Vitamin C Pro,Vitamin,Bone Health,ascorbic acid,1 tablet after meal,Low,Generic Wellness,60-120 count,tablet,2000,0-5000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.3
S0339,ProNutra Casein Protein Pro,Protein,General Wellness,casein protein,1 scoop before sleep,High,Rule 1,2lb-5lb,powder,18500,10000-25000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.9
S0340,ProNutra Vitamin D3,Vitamin,Bone Health,vitamin D3 cholecalciferol,1000-2000 IU with meal,Low,Generic Wellness,60-120 count,capsule,4300,0-5000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4
S0341,BioActive Beta-Alanine Advanced,Performance,Endurance,beta-alanine,2-3g daily,Low,BSN,300g-500g,powder,7400,5000-10000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,3.1
S0342,ActiveFuel Beta-Alanine Pro,Performance,Endurance,beta-alanine,2-3g daily,Low,Nutricost,300g-500g,powder,7500,5000-10000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.1
S0343,VitaLab Calcium Magnesium Zinc Pro,Mineral,Arm Muscle Growth,calcium; magnesium; zinc,1 tablet after meal,Medium,Nature Made,60-120 count,tablet,7100,5000-10000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,5
S0344,ProNutra Pre-Workout Caffeine Advanced,Performance,Recovery,caffeine; beta-alanine; citrulline,30 min before workout,Medium,Applied Nutrition,300g-500g,powder,14900,10000-25000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.5
S0345,ProNutra Multivitamin Basic,Vitamin,Weight Loss,vitamin A; vitamin C; vitamin E; zinc; selenium,1 tablet with breakfast,Low,21st Century,60-120 count,tablet,4200,0-5000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.2
S0346,CeyFit Creatine Monohydrate,Performance,Muscle Gain,creatine monohydrate,3-5g daily,Low,BSN,300g-500g,powder,7500,5000-10000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.5
S0347,ProNutra Vitamin D3,Vitamin,Bone Health,vitamin D3 cholecalciferol,1000-2000 IU with meal,Medium,NOW Foods,60-120 count,capsule,4900,0-5000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.5
S0348,PureForm Creatine Monohydrate,Performance,Muscle Gain,creatine monohydrate,3-5g daily,Low,Generic Performance,300g-500g,powder,14500,10000-25000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.2
S0349,BioActive Whey Protein Plus,Protein,Muscle Gain,whey protein isolate; branched-chain amino acids,1 scoop after workout,Medium,MuscleTech,2lb-5lb,powder,25500,25000-50000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.9
S0350,WellGen Beta-Alanine Advanced,Performance,Heart Health,beta-alanine,2-3g daily,Low,Nutricost,300g-500g,powder,7300,5000-10000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.4
S0351,CeyFit Glucosamine Chondroitin Pro,Joint,Joint Support,glucosamine; chondroitin,1 tablet with meal,High,Generic Joint Support,60-120 count,tablet,17400,10000-25000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,3.7
S0352,NutriMax Collagen Peptides Ultra,Protein,Hair and Skin,collagen peptides; vitamin C,1 scoop daily,High,Optimum Nutrition,2lb-5lb,powder,12500,10000-25000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,3.6
S0353,NutriMax Vitamin D3 Plus,Vitamin,General Wellness,vitamin D3 cholecalciferol,1000-2000 IU with meal,Low,Nature Made,60-120 count,capsule,1800,0-5000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,5
S0354,StrongLife Ashwagandha Plus,Herbal,Recovery,ashwagandha extract,1 capsule evening,High,NOW Foods,60-120 count,capsule,13700,10000-25000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.3
S0355,ProNutra Beta-Alanine Pro,Performance,Heart Health,beta-alanine,2-3g daily,Low,BSN,300g-500g,powder,5000,0-5000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.2
S0356,CeyFit Creatine Monohydrate Ultra,Performance,Muscle Gain,creatine monohydrate,3-5g daily,Low,Allmax Nutrition,300g-500g,powder,12500,10000-25000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.3
S0357,CeyFit L-Carnitine Ultra,Amino Acid,Muscle Gain,L-carnitine,1 serving before workout,Medium,BPI,300g-500g,powder,17500,10000-25000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.1
S0358,VitaLab Casein Protein Pro,Protein,Endurance,casein protein,1 scoop before sleep,Medium,Optimum Nutrition,2lb-5lb,powder,25500,25000-50000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.5
S0359,NutriMax Collagen Peptides Ultra,Protein,Energy Boost,collagen peptides; vitamin C,1 scoop daily,High,Applied Nutrition,2lb-5lb,powder,19500,10000-25000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.3
S0360,FitCore Probiotic Complex,Digestive,Endurance,lactobacillus; bifidobacterium,1 capsule before meal,High,Nutricost,60-120 count,capsule,15800,10000-25000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.4
S0361,FitCore Vitamin C Basic,Vitamin,Bone Health,ascorbic acid,1 tablet after meal,Low,Generic Wellness,60-120 count,tablet,3600,0-5000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.3
S0362,NutriMax Iron Supplement Advanced,Mineral,Energy Boost,iron ferrous bisglycinate,1 tablet between meals,Low,NOW Foods,60-120 count,tablet,2200,0-5000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.1
S0363,NutriMax Calcium Magnesium Zinc Advanced,Mineral,Bone Health,calcium; magnesium; zinc,1 tablet after meal,Medium,21st Century,60-120 count,tablet,5300,5000-10000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.2
S0364,ProNutra BCAA Advanced,Amino Acid,Recovery,leucine; isoleucine; valine,5-10g during/after workout,Medium,Allmax Nutrition,300g-500g,powder,17500,10000-25000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,3.6
S0365,PureForm Multivitamin,Vitamin,Energy Boost,vitamin A; vitamin C; vitamin E; zinc; selenium,1 tablet with breakfast,Low,Applied Nutrition,60-120 count,tablet,2900,0-5000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,3.7
S0366,ActiveFuel Collagen Peptides Plus,Protein,Energy Boost,collagen peptides; vitamin C,1 scoop daily,High,Applied Nutrition,2lb-5lb,powder,9500,5000-10000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.7
S0367,WellGen Whey Protein,Protein,Muscle Gain,whey protein isolate; branched-chain amino acids,1 scoop after workout,Low,Rule 1,2lb-5lb,powder,22000,10000-25000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.8
S0368,OptiWell Whey Protein Pro,Protein,Muscle Gain,whey protein isolate; branched-chain amino acids,1 scoop after workout,Medium,Mutant,2lb-5lb,powder,48000,25000-50000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,5
S0369,WellGen BCAA,Amino Acid,Hair and Skin,leucine; isoleucine; valine,5-10g during/after workout,Medium,BPI,300g-500g,powder,8800,5000-10000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.2
S0370,OptiWell L-Carnitine Advanced,Amino Acid,Weight Loss,L-carnitine,1 serving before workout,Medium,BPI,300g-500g,powder,9500,5000-10000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,3.5
S0371,FitCore Iron Supplement Ultra,Mineral,Energy Boost,iron ferrous bisglycinate,1 tablet between meals,Low,NOW Foods,60-120 count,tablet,2500,0-5000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.1
S0372,ActiveFuel Iron Supplement Basic,Mineral,Energy Boost,iron ferrous bisglycinate,1 tablet between meals,Low,NOW Foods,60-120 count,tablet,1500,0-5000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.1
S0373,OptiWell BCAA,Amino Acid,Recovery,leucine; isoleucine; valine,5-10g during/after workout,High,Allmax Nutrition,300g-500g,powder,8800,5000-10000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.1
S0374,StrongLife Turmeric Curcumin,Herbal,Joint Support,curcumin; black pepper extract,1 capsule with meal,Medium,Himalaya,60-120 count,capsule,7000,5000-10000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.8
S0375,StrongLife Omega-3 Fish Oil Basic,Fatty Acid,Heart Health,omega-3 EPA DHA; fish oil,1 softgel with meal,Medium,Nature Made,60-120 count,softgel,6500,5000-10000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.7
S0376,BioActive Casein Protein Basic,Protein,Recovery,casein protein,1 scoop before sleep,Low,MuscleTech,2lb-5lb,powder,29000,25000-50000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.2
S0377,PureForm Beta-Alanine Basic,Performance,Endurance,beta-alanine,2-3g daily,High,Cellucor,300g-500g,powder,19500,10000-25000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4
