guidance_id,bmi_category,food_name,food_group,calories_kcal,carbs_g,sugar_g,sodium_mg,suitability_score,recommendation_level,guidance_note
BFG00698,Overweight,Apple,fruit,95,25,19,2,60,Use with caution,"Prefer lower-calorie, high-fiber options and control portions."
BFG00699,Underweight,Coconut Roti,grain,300,42,4,210,50,Use with caution,Prioritize nutrient-dense foods and adequate calories.
BFG00700,Obese,Red Rice,grain,210,45,1,5,25,Limit/Avoid,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG00701,Overweight,Grapefruit Juice,fruit beverage,96,23,22,2,0,Limit/Avoid,"Prefer lower-calorie, high-fiber options and control portions."
BFG00702,Obese,Cheese,dairy,110,1,0,180,35,Limit/Avoid,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG00703,Healthy,Coconut Roti,grain,300,42,4,210,35,Limit/Avoid,Maintain balanced portions and variety.
BFG00704,Underweight,Red Rice,grain,210,45,1,5,70,Use with caution,Prioritize nutrient-dense foods and adequate calories.
BFG00705,Obese,Spinach Curry,leafy vegetable,90,8,2,120,80,Recommended,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG00706,Overweight,Coconut Roti,grain,300,42,4,210,15,Limit/Avoid,"Prefer lower-calorie, high-fiber options and control portions."
BFG00707,Underweight,Grapefruit Juice,fruit beverage,96,23,22,2,8,Limit/Avoid,Prioritize nutrient-dense foods and adequate calories.
BFG00708,Underweight,Oats,grain,160,28,1,2,100,Recommended,Prioritize nutrient-dense foods and adequate calories.
BFG00709,Healthy,Yogurt,dairy,120,18,15,90,7,Limit/Avoid,Maintain balanced portions and variety.
BFG00710,Overweight,Fish Curry,protein,220,4,1,380,60,Use with caution,"Prefer lower-calorie, high-fiber options and control portions."
BFG00711,Underweight,Red Rice,grain,210,45,1,5,70,Use with caution,Prioritize nutrient-dense foods and adequate calories.
BFG00712,Overweight,Kola Kenda,herbal drink,120,20,3,80,76,Recommended,"Prefer lower-calorie, high-fiber options and control portions."
BFG00713,Underweight,Red Rice,grain,210,45,1,5,70,Use with caution,Prioritize nutrient-dense foods and adequate calories.
BFG00714,Obese,Cheese,dairy,110,1,0,180,35,Limit/Avoid,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG00715,Healthy,Oats,grain,160,28,1,2,85,Recommended,Maintain balanced portions and variety.
BFG00716,Overweight,Apple,fruit,95,25,19,2,60,Use with caution,"Prefer lower-calorie, high-fiber options and control portions."
BFG00717,Overweight,Spinach Curry,leafy vegetable,90,8,2,120,75,Recommended,"Prefer lower-calorie, high-fiber options and control portions."
BFG00718,Overweight,Kola Kenda,herbal drink,120,20,3,80,76,Recommended,"Prefer lower-calorie, high-fiber options and control portions."
BFG00719,Healthy,Milk,dairy drink,150,12,12,120,7,Limit/Avoid,Maintain balanced portions and variety.
BFG00720,Overweight,Green Tea,beverage,2,0,0,5,105,Recommended,"Prefer lower-calorie, high-fiber options and control portions."
BFG00721,Underweight,Lentil Curry,legume,180,28,3,260,87,Recommended,Prioritize nutrient-dense foods and adequate calories.
BFG00722,Obese,Milk,dairy drink,150,12,12,120,7,Limit/Avoid,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG00723,Healthy,Apple,fruit,95,25,19,2,70,Use with caution,Maintain balanced portions and variety.
BFG00724,Overweight,Apple,fruit,95,25,19,2,60,Use with caution,"Prefer lower-calorie, high-fiber options and control portions."
BFG00725,Healthy,Coconut Roti,grain,300,42,4,210,35,Limit/Avoid,Maintain balanced portions and variety.
BFG00726,Healthy,Oats,grain,160,28,1,2,85,Recommended,Maintain balanced portions and variety.
BFG00727,Overweight,Apple,fruit,95,25,19,2,60,Use with caution,"Prefer lower-calorie, high-fiber options and control portions."
BFG00728,Overweight,Avocado,fruit,240,12,1,10,50,Use with caution,"Prefer lower-calorie, high-fiber options and control portions."
BFG00729,Healthy,Orange Juice,beverage,110,26,21,2,72,Use with caution,Maintain balanced portions and variety.
BFG00730,Obese,Red Rice,grain,210,45,1,5,25,Limit/Avoid,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG00731,Obese,Spinach Curry,leafy vegetable,90,8,2,120,80,Recommended,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG00732,Overweight,Avocado,fruit,240,12,1,10,50,Use with caution,"Prefer lower-calorie, high-fiber options and control portions."
BFG00733,Healthy,Orange Juice,beverage,110,26,21,2,72,Use with caution,Maintain balanced portions and variety.
BFG00734,Obese,Milk,dairy drink,150,12,12,120,7,Limit/Avoid,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG00735,Underweight,Oats,grain,160,28,1,2,100,Recommended,Prioritize nutrient-dense foods and adequate calories.
BFG00736,Overweight,Beer,alcohol beverage,154,13,0,14,10,Limit/Avoid,"Prefer lower-calorie, high-fiber options and control portions."
BFG00737,Healthy,Milk,dairy drink,150,12,12,120,7,Limit/Avoid,Maintain balanced portions and variety.
BFG00738,Obese,Ceylon Tea,beverage,5,1,0,2,108,Recommended,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG00739,Underweight,Cheese,dairy,110,1,0,180,35,Limit/Avoid,Prioritize nutrient-dense foods and adequate calories.
BFG00740,Healthy,Grapefruit Juice,fruit beverage,96,23,22,2,8,Limit/Avoid,Maintain balanced portions and variety.
BFG00741,Overweight,Banana,fruit,105,27,14,1,70,Use with caution,"Prefer lower-calorie, high-fiber options and control portions."
BFG00742,Overweight,Fish Curry,protein,220,4,1,380,60,Use with caution,"Prefer lower-calorie, high-fiber options and control portions."
BFG00743,Overweight,Beer,alcohol beverage,154,13,0,14,10,Limit/Avoid,"Prefer lower-calorie, high-fiber options and control portions."
BFG00744,Obese,Apple,fruit,95,25,19,2,55,Use with caution,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG00745,Overweight,Milk,dairy drink,150,12,12,120,7,Limit/Avoid,"Prefer lower-calorie, high-fiber options and control portions."
BFG00746,Healthy,Chicken Curry,protein,260,6,2,420,55,Use with caution,Maintain balanced portions and variety.
BFG00747,Underweight,Cucumber Salad,vegetable,25,5,2,5,86,Recommended,Prioritize nutrient-dense foods and adequate calories.
BFG00748,Overweight,Apple,fruit,95,25,19,2,60,Use with caution,"Prefer lower-calorie, high-fiber options and control portions."
BFG00749,Overweight,Banana,fruit,105,27,14,1,70,Use with caution,"Prefer lower-calorie, high-fiber options and control portions."
BFG00750,Healthy,Red Rice,grain,210,45,1,5,55,Use with caution,Maintain balanced portions and variety.
BFG00751,Underweight,Coconut Roti,grain,300,42,4,210,50,Use with caution,Prioritize nutrient-dense foods and adequate calories.
BFG00752,Overweight,Beer,alcohol beverage,154,13,0,14,10,Limit/Avoid,"Prefer lower-calorie, high-fiber options and control portions."
BFG00753,Overweight,Beer,alcohol beverage,154,13,0,14,10,Limit/Avoid,"Prefer lower-calorie, high-fiber options and control portions."
BFG00754,Underweight,Spinach Curry,leafy vegetable,90,8,2,120,65,Use with caution,Prioritize nutrient-dense foods and adequate calories.
BFG00755,Healthy,Apple,fruit,95,25,19,2,70,Use with caution,Maintain balanced portions and variety.
BFG00756,Obese,Lentil Curry,legume,180,28,3,260,72,Use with caution,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG00757,Healthy,Yogurt,dairy,120,18,15,90,7,Limit/Avoid,Maintain balanced portions and variety.
BFG00758,Overweight,Fish Curry,protein,220,4,1,380,60,Use with caution,"Prefer lower-calorie, high-fiber options and control portions."
BFG00759,Obese,Avocado,fruit,240,12,1,10,40,Limit/Avoid,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG00760,Obese,Oats,grain,160,28,1,2,85,Recommended,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG00761,Underweight,Orange Juice,beverage,110,26,21,2,72,Use with caution,Prioritize nutrient-dense foods and adequate calories.
BFG00762,Underweight,Chicken Curry,protein,260,6,2,420,70,Use with caution,Prioritize nutrient-dense foods and adequate calories.
BFG00763,Overweight,Beer,alcohol beverage,154,13,0,14,10,Limit/Avoid,"Prefer lower-calorie, high-fiber options and control portions."
BFG00764,Overweight,Watermelon Juice,beverage,80,20,16,3,88,Recommended,"Prefer lower-calorie, high-fiber options and control portions."
BFG00765,Overweight,Cucumber Salad,vegetable,25,5,2,5,106,Recommended,"Prefer lower-calorie, high-fiber options and control portions."
BFG00766,Healthy,Papaya,fruit,60,15,10,4,82,Recommended,Maintain balanced portions and variety.
BFG00767,Healthy,Oats,grain,160,28,1,2,85,Recommended,Maintain balanced portions and variety.
BFG00768,Healthy,Kola Kenda,herbal drink,120,20,3,80,76,Recommended,Maintain balanced portions and variety.
BFG00769,Healthy,Oats,grain,160,28,1,2,85,Recommended,Maintain balanced portions and variety.
BFG00770,Overweight,Cucumber Salad,vegetable,25,5,2,5,106,Recommended,"Prefer lower-calorie, high-fiber options and control portions."
BFG00771,Healthy,Oats,grain,160,28,1,2,85,Recommended,Maintain balanced portions and variety.
BFG00772,Obese,Beer,alcohol beverage,154,13,0,14,10,Limit/Avoid,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG00773,Healthy,Ceylon Tea,beverage,5,1,0,2,93,Recommended,Maintain balanced portions and variety.
BFG00774,Overweight,Beer,alcohol beverage,154,13,0,14,10,Limit/Avoid,"Prefer lower-calorie, high-fiber options and control portions."
BFG00775,Obese,Ceylon Tea,beverage,5,1,0,2,108,Recommended,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG00776,Healthy,Ceylon Tea,beverage,5,1,0,2,93,Recommended,Maintain balanced portions and variety.
BFG00777,Underweight,Avocado,fruit,240,12,1,10,85,Recommended,Prioritize nutrient-dense foods and adequate calories.
BFG00778,Underweight,Beer,alcohol beverage,154,13,0,14,25,Limit/Avoid,Prioritize nutrient-dense foods and adequate calories.
BFG00779,Underweight,Milk,dairy drink,150,12,12,120,7,Limit/Avoid,Prioritize nutrient-dense foods and adequate calories.
BFG00780,Obese,Lentil Curry,legume,180,28,3,260,72,Use with caution,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG00781,Healthy,Orange Juice,beverage,110,26,21,2,72,Use with caution,Maintain balanced portions and variety.
BFG00782,Obese,Cucumber Salad,vegetable,25,5,2,5,111,Recommended,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG00783,Healthy,Ceylon Tea,beverage,5,1,0,2,93,Recommended,Maintain balanced portions and variety.
BFG00784,Healthy,Cucumber Salad,vegetable,25,5,2,5,96,Recommended,Maintain balanced portions and variety.
BFG00785,Underweight,Grapefruit Juice,fruit beverage,96,23,22,2,8,Limit/Avoid,Prioritize nutrient-dense foods and adequate calories.
BFG00786,Underweight,Orange Juice,beverage,110,26,21,2,72,Use with caution,Prioritize nutrient-dense foods and adequate calories.
BFG00787,Underweight,Kola Kenda,herbal drink,120,20,3,80,76,Recommended,Prioritize nutrient-dense foods and adequate calories.
BFG00788,Underweight,Papaya,fruit,60,15,10,4,82,Recommended,Prioritize nutrient-dense foods and adequate calories.
BFG00789,Overweight,Beer,alcohol beverage,154,13,0,14,10,Limit/Avoid,"Prefer lower-calorie, high-fiber options and control portions."
BFG00790,Healthy,Green Tea,beverage,2,0,0,5,95,Recommended,Maintain balanced portions and variety.
BFG00791,Overweight,Milk,dairy drink,150,12,12,120,7,Limit/Avoid,"Prefer lower-calorie, high-fiber options and control portions."
BFG00792,Healthy,Banana,fruit,105,27,14,1,60,Use with caution,Maintain balanced portions and variety.
BFG00793,Healthy,Ceylon Tea,beverage,5,1,0,2,93,Recommended,Maintain balanced portions and variety.
BFG00794,Healthy,Banana,fruit,105,27,14,1,60,Use with caution,Maintain balanced portions and variety.
BFG00795,Healthy,Cucumber Salad,vegetable,25,5,2,5,96,Recommended,Maintain balanced portions and variety.
BFG00796,Overweight,Banana,fruit,105,27,14,1,70,Use with caution,"Prefer lower-calorie, high-fiber options and control portions."
BFG00797,Obese,Orange Juice,beverage,110,26,21,2,42,Limit/Avoid,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG00798,Overweight,Orange Juice,beverage,110,26,21,2,62,Use with caution,"Prefer lower-calorie, high-fiber options and control portions."
BFG00799,Healthy,Papaya,fruit,60,15,10,4,82,Recommended,Maintain balanced portions and variety.
BFG00800,Overweight,Apple,fruit,95,25,19,2,60,Use with caution,"Prefer lower-calorie, high-fiber options and control portions."
BFG00801,Obese,Oats,grain,160,28,1,2,85,Recommended,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG00802,Underweight,Apple,fruit,95,25,19,2,70,Use with caution,Prioritize nutrient-dense foods and adequate calories.
BFG00803,Underweight,Beer,alcohol beverage,154,13,0,14,25,Limit/Avoid,Prioritize nutrient-dense foods and adequate calories.
BFG00804,Underweight,Fish Curry,protein,220,4,1,380,75,Recommended,Prioritize nutrient-dense foods and adequate calories.
BFG00805,Obese,Fish Curry,protein,220,4,1,380,30,Limit/Avoid,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG00806,Overweight,Lentil Curry,legume,180,28,3,260,72,Use with caution,"Prefer lower-calorie, high-fiber options and control portions."
BFG00807,Healthy,Green Tea,beverage,2,0,0,5,95,Recommended,Maintain balanced portions and variety.
BFG00808,Overweight,Spinach Curry,leafy vegetable,90,8,2,120,75,Recommended,"Prefer lower-calorie, high-fiber options and control portions."
BFG00809,Obese,Green Tea,beverage,2,0,0,5,110,Recommended,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG00810,Overweight,Fish Curry,protein,220,4,1,380,60,Use with caution,"Prefer lower-calorie, high-fiber options and control portions."
BFG00811,Overweight,Cucumber Salad,vegetable,25,5,2,5,106,Recommended,"Prefer lower-calorie, high-fiber options and control portions."
BFG00812,Overweight,Coconut Roti,grain,300,42,4,210,15,Limit/Avoid,"Prefer lower-calorie, high-fiber options and control portions."
BFG00813,Obese,Cucumber Salad,vegetable,25,5,2,5,111,Recommended,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG00814,Obese,Milk,dairy drink,150,12,12,120,7,Limit/Avoid,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG00815,Underweight,Ceylon Tea,beverage,5,1,0,2,83,Recommended,Prioritize nutrient-dense foods and adequate calories.
BFG00816,Obese,Beer,alcohol beverage,154,13,0,14,10,Limit/Avoid,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG00817,Underweight,Ceylon Tea,beverage,5,1,0,2,83,Recommended,Prioritize nutrient-dense foods and adequate calories.
BFG00818,Obese,Grapefruit Juice,fruit beverage,96,23,22,2,0,Limit/Avoid,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG00819,Underweight,Oats,grain,160,28,1,2,100,Recommended,Prioritize nutrient-dense foods and adequate calories.
BFG00820,Underweight,Red Rice,grain,210,45,1,5,70,Use with caution,Prioritize nutrient-dense foods and adequate calories.
BFG00821,Healthy,Banana,fruit,105,27,14,1,60,Use with caution,Maintain balanced portions and variety.
BFG00822,Overweight,Orange Juice,beverage,110,26,21,2,62,Use with caution,"Prefer lower-calorie, high-fiber options and control portions."
BFG00823,Obese,Lentil Curry,legume,180,28,3,260,72,Use with caution,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG00824,Overweight,Avocado,fruit,240,12,1,10,50,Use with caution,"Prefer lower-calorie, high-fiber options and control portions."
BFG00825,Underweight,Red Rice,grain,210,45,1,5,70,Use with caution,Prioritize nutrient-dense foods and adequate calories.
BFG00826,Healthy,Cucumber Salad,vegetable,25,5,2,5,96,Recommended,Maintain balanced portions and variety.
BFG00827,Obese,Spinach Curry,leafy vegetable,90,8,2,120,80,Recommended,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG00828,Obese,Red Rice,grain,210,45,1,5,25,Limit/Avoid,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG00829,Obese,Lentil Curry,legume,180,28,3,260,72,Use with caution,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG00830,Obese,Lentil Curry,legume,180,28,3,260,72,Use with caution,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG00831,Obese,Oats,grain,160,28,1,2,85,Recommended,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG00832,Overweight,Milk,dairy drink,150,12,12,120,7,Limit/Avoid,"Prefer lower-calorie, high-fiber options and control portions."
