interaction_id,medicine_1_name,medicine_1_active_ingredient,medicine_1_class,medicine_2_name,medicine_2_active_ingredient,medicine_2_class,interaction_risk,severity,risk_score,mechanism,recommendation,source_type,evidence_level
DDI01426,Sertraline 50mg Tablet,Sertraline,SSRI,Carbamazepine 200mg Tablet,Carbamazepine,Anticonvulsant,Safe,Low,19,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,medium
DDI01427,Glibenclamide 5mg Tablet,Glibenclamide,Sulfonylurea,Atorva 20 Tablet,Atorvastatin,Statin,Moderate,Moderate,46,Potential additive side-effect risk based on medicine class,Use with caution and consult pharmacist if unsure,synthetic_model,medium
DDI01428,Enalapril 5mg Tablet,Enalapril,ACE inhibitor,Omeprazole 20mg Capsule,Omeprazole,PPI,Safe,Low,27,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,medium
DDI01429,Carbamazepine 200mg Tablet,Carbamazepine,Anticonvulsant,Cetirizine 10mg Tablet,Cetirizine,Antihistamine,Safe,Low,27,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,high
DDI01430,Andol 0.5mg Tablet,Alprazolam,Benzodiazepine,Diazepam 5mg Tablet,Diazepam,Benzodiazepine,Dangerous,Major,90,Duplicate sedative benzodiazepines may increase drowsiness and breathing risk,Avoid duplicate sedatives,synthetic_model,medium
DDI01431,Glibenclamide 5mg Tablet,Glibenclamide,Sulfonylurea,Paracetamol 500mg Tablet,Acetaminophen,Analgesic,Safe,Low,9,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,low
DDI01432,Insulin Regular,Insulin,Antidiabetic,Diazepam 5mg Tablet,Diazepam,Benzodiazepine,Safe,Low,29,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,high
DDI01433,Hydrochlorothiazide 25mg Tablet,Hydrochlorothiazide,Diuretic,Carbamazepine 200mg Tablet,Carbamazepine,Anticonvulsant,Safe,Low,9,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,low
DDI01434,Enalapril 5mg Tablet,Enalapril,ACE inhibitor,Losar 50 Tablet,Losartan,ARB,Moderate,Moderate,71,Dual RAAS blockade may increase kidney/potassium risk,Avoid routine combination unless specialist-directed,rule_based,low
DDI01435,Amoxicillin 500mg Capsule,Amoxicillin,Antibiotic,Losar 50 Tablet,Losartan,ARB,Safe,Low,35,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,high
DDI01436,Diazepam 5mg Tablet,Diazepam,Benzodiazepine,Atorva 20 Tablet,Atorvastatin,Statin,Safe,Low,26,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,medium
DDI01437,Glibenclamide 5mg Tablet,Glibenclamide,Sulfonylurea,Azithromycin 500mg Tablet,Azithromycin,Antibiotic,Safe,Low,16,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,medium
DDI01438,Clopidogrel 75mg Tablet,Clopidogrel,Antiplatelet,Metformin 500mg Tablet,Metformin,Antidiabetic,Safe,Low,1,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,low
DDI01439,Glibenclamide 5mg Tablet,Glibenclamide,Sulfonylurea,Cipro 500 Tablet,Ciprofloxacin,Antibiotic,Moderate,Moderate,61,May affect blood sugar control,Monitor glucose during antibiotic course,rule_based,high
DDI01440,Phenytoin 100mg Capsule,Phenytoin,Anticonvulsant,Omeprazole 20mg Capsule,Omeprazole,PPI,Safe,Low,26,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,medium
DDI01441,Clopidogrel 75mg Tablet,Clopidogrel,Antiplatelet,Azithromycin 500mg Tablet,Azithromycin,Antibiotic,Safe,Low,28,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,medium
DDI01442,Hydrochlorothiazide 25mg Tablet,Hydrochlorothiazide,Diuretic,Digoxin 0.25mg Tablet,Digoxin,Cardiac glycoside,Safe,Low,13,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,high
DDI01443,Azithromycin 500mg Tablet,Azithromycin,Antibiotic,Prednisolone 5mg Tablet,Prednisolone,Corticosteroid,Safe,Low,6,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,low
DDI01444,Warf 5 Tablet,Warfarin,Anticoagulant,Omeprazole 20mg Capsule,Omeprazole,PPI,Safe,Low,10,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,medium
DDI01445,Doxycycline 100mg Capsule,Doxycycline,Antibiotic,Omeprazole 20mg Capsule,Omeprazole,PPI,Moderate,Moderate,49,Potential additive side-effect risk based on medicine class,Use with caution and consult pharmacist if unsure,synthetic_model,low
DDI01446,Glibenclamide 5mg Tablet,Glibenclamide,Sulfonylurea,Doxycycline 100mg Capsule,Doxycycline,Antibiotic,Safe,Low,19,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,high
DDI01447,Simva 20 Tablet,Simvastatin,Statin,Warf 5 Tablet,Warfarin,Anticoagulant,Safe,Low,1,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,high
DDI01448,Ibu 400 Tablet,Ibuprofen,NSAID,Sertraline 50mg Tablet,Sertraline,SSRI,Safe,Low,15,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,low
DDI01449,Digoxin 0.25mg Tablet,Digoxin,Cardiac glycoside,Carbamazepine 200mg Tablet,Carbamazepine,Anticonvulsant,Safe,Low,5,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,medium
DDI01450,Simva 20 Tablet,Simvastatin,Statin,Sertraline 50mg Tablet,Sertraline,SSRI,Safe,Low,7,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,high
DDI01451,Azithromycin 500mg Tablet,Azithromycin,Antibiotic,Doxycycline 100mg Capsule,Doxycycline,Antibiotic,Safe,Low,31,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,high
DDI01452,Digoxin 0.25mg Tablet,Digoxin,Cardiac glycoside,Cipro 500 Tablet,Ciprofloxacin,Antibiotic,Safe,Low,12,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,low
DDI01453,Phenytoin 100mg Capsule,Phenytoin,Anticonvulsant,Omeprazole 20mg Capsule,Omeprazole,PPI,Safe,Low,0,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,low
DDI01454,Digoxin 0.25mg Tablet,Digoxin,Cardiac glycoside,Doxycycline 100mg Capsule,Doxycycline,Antibiotic,Safe,Low,26,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,low
DDI01455,Clopidogrel 75mg Tablet,Clopidogrel,Antiplatelet,Prednisolone 5mg Tablet,Prednisolone,Corticosteroid,Safe,Low,18,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,medium
DDI01456,Omeprazole 20mg Capsule,Omeprazole,PPI,Sertraline 50mg Tablet,Sertraline,SSRI,Safe,Low,31,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,low
DDI01457,Andol 0.5mg Tablet,Alprazolam,Benzodiazepine,Diazepam 5mg Tablet,Diazepam,Benzodiazepine,Dangerous,Major,90,Duplicate sedative benzodiazepines may increase drowsiness and breathing risk,Avoid duplicate sedatives,rule_based,medium
DDI01458,Clopidogrel 75mg Tablet,Clopidogrel,Antiplatelet,Aspirin 75mg Tablet,Aspirin,Antiplatelet,Moderate,Moderate,72,Duplicate or additive effect within Antiplatelet class,Review medicine list with clinician,rule_based,medium
DDI01459,Enalapril 5mg Tablet,Enalapril,ACE inhibitor,Insulin Regular,Insulin,Antidiabetic,Safe,Low,30,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,medium
DDI01460,Prednisolone 5mg Tablet,Prednisolone,Corticosteroid,Insulin Regular,Insulin,Antidiabetic,Safe,Low,27,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,high
DDI01461,Losar 50 Tablet,Losartan,ARB,Azithromycin 500mg Tablet,Azithromycin,Antibiotic,Safe,Low,22,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,high
DDI01462,Diazepam 5mg Tablet,Diazepam,Benzodiazepine,Paracetamol 500mg Tablet,Acetaminophen,Analgesic,Safe,Low,21,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,high
DDI01463,Enalapril 5mg Tablet,Enalapril,ACE inhibitor,Losar 50 Tablet,Losartan,ARB,Moderate,Moderate,71,Dual RAAS blockade may increase kidney/potassium risk,Avoid routine combination unless specialist-directed,synthetic_model,medium
DDI01464,Phenytoin 100mg Capsule,Phenytoin,Anticonvulsant,Glibenclamide 5mg Tablet,Glibenclamide,Sulfonylurea,Safe,Low,23,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,high
DDI01465,Prednisolone 5mg Tablet,Prednisolone,Corticosteroid,Ibu 400 Tablet,Ibuprofen,NSAID,Safe,Low,5,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,high
DDI01466,Thyrox 50mcg Tablet,Levothyroxine,Thyroid hormone,Ibu 400 Tablet,Ibuprofen,NSAID,Safe,Low,31,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,medium
DDI01467,Sertraline 50mg Tablet,Sertraline,SSRI,Losar 50 Tablet,Losartan,ARB,Safe,Low,35,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,high
DDI01468,Cetirizine 10mg Tablet,Cetirizine,Antihistamine,Enalapril 5mg Tablet,Enalapril,ACE inhibitor,Safe,Low,10,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,low
DDI01469,Andol 0.5mg Tablet,Alprazolam,Benzodiazepine,Carbamazepine 200mg Tablet,Carbamazepine,Anticonvulsant,Safe,Low,27,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,low
DDI01470,Paracetamol 500mg Tablet,Acetaminophen,Analgesic,Atorva 20 Tablet,Atorvastatin,Statin,Safe,Low,31,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,medium
DDI01471,Carbamazepine 200mg Tablet,Carbamazepine,Anticonvulsant,Cetirizine 10mg Tablet,Cetirizine,Antihistamine,Safe,Low,35,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,high
DDI01472,Digoxin 0.25mg Tablet,Digoxin,Cardiac glycoside,Doxycycline 100mg Capsule,Doxycycline,Antibiotic,Moderate,Moderate,62,Potential additive side-effect risk based on medicine class,Use with caution and consult pharmacist if unsure,rule_based,medium
DDI01473,Carbamazepine 200mg Tablet,Carbamazepine,Anticonvulsant,Cipro 500 Tablet,Ciprofloxacin,Antibiotic,Moderate,Moderate,43,Potential additive side-effect risk based on medicine class,Use with caution and consult pharmacist if unsure,rule_based,low
DDI01474,Andol 0.5mg Tablet,Alprazolam,Benzodiazepine,Diazepam 5mg Tablet,Diazepam,Benzodiazepine,Dangerous,Major,90,Duplicate sedative benzodiazepines may increase drowsiness and breathing risk,Avoid duplicate sedatives,rule_based,high
DDI01475,Insulin Regular,Insulin,Antidiabetic,Atorva 20 Tablet,Atorvastatin,Statin,Moderate,Moderate,45,Potential additive side-effect risk based on medicine class,Use with caution and consult pharmacist if unsure,synthetic_model,low
DDI01476,Cipro 500 Tablet,Ciprofloxacin,Antibiotic,Fluconazole 150mg Tablet,Fluconazole,Antifungal,Safe,Low,6,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,low
DDI01477,Cetirizine 10mg Tablet,Cetirizine,Antihistamine,Aspirin 75mg Tablet,Aspirin,Antiplatelet,Safe,Low,7,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,medium
DDI01478,Amoxicillin 500mg Capsule,Amoxicillin,Antibiotic,Fluconazole 150mg Tablet,Fluconazole,Antifungal,Safe,Low,15,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,medium
DDI01479,Losar 50 Tablet,Losartan,ARB,Diazepam 5mg Tablet,Diazepam,Benzodiazepine,Safe,Low,17,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,low
DDI01480,Fluconazole 150mg Tablet,Fluconazole,Antifungal,Amoxicillin 500mg Capsule,Amoxicillin,Antibiotic,Safe,Low,15,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,low
DDI01481,Amoxicillin 500mg Capsule,Amoxicillin,Antibiotic,Carbamazepine 200mg Tablet,Carbamazepine,Anticonvulsant,Safe,Low,27,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,medium
DDI01482,Enalapril 5mg Tablet,Enalapril,ACE inhibitor,Cipro 500 Tablet,Ciprofloxacin,Antibiotic,Moderate,Moderate,65,Potential additive side-effect risk based on medicine class,Use with caution and consult pharmacist if unsure,synthetic_model,high
DDI01483,Cipro 500 Tablet,Ciprofloxacin,Antibiotic,Simva 20 Tablet,Simvastatin,Statin,Safe,Low,33,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,high
DDI01484,Aspirin 75mg Tablet,Aspirin,Antiplatelet,Omeprazole 20mg Capsule,Omeprazole,PPI,Moderate,Moderate,53,Potential additive side-effect risk based on medicine class,Use with caution and consult pharmacist if unsure,rule_based,medium
DDI01485,Fluconazole 150mg Tablet,Fluconazole,Antifungal,Andol 0.5mg Tablet,Alprazolam,Benzodiazepine,Safe,Low,9,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,low
DDI01486,Doxycycline 100mg Capsule,Doxycycline,Antibiotic,Carbamazepine 200mg Tablet,Carbamazepine,Anticonvulsant,Safe,Low,33,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,medium
DDI01487,Omeprazole 20mg Capsule,Omeprazole,PPI,Enalapril 5mg Tablet,Enalapril,ACE inhibitor,Safe,Low,35,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,low
DDI01488,Azithromycin 500mg Tablet,Azithromycin,Antibiotic,Aspirin 75mg Tablet,Aspirin,Antiplatelet,Moderate,Moderate,48,Potential additive side-effect risk based on medicine class,Use with caution and consult pharmacist if unsure,rule_based,low
DDI01489,Omeprazole 20mg Capsule,Omeprazole,PPI,Cipro 500 Tablet,Ciprofloxacin,Antibiotic,Safe,Low,34,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,low
DDI01490,Cetirizine 10mg Tablet,Cetirizine,Antihistamine,Enalapril 5mg Tablet,Enalapril,ACE inhibitor,Safe,Low,25,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,medium
DDI01491,Metformin 500mg Tablet,Metformin,Antidiabetic,Andol 0.5mg Tablet,Alprazolam,Benzodiazepine,Safe,Low,24,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,low
DDI01492,Furosemide 40mg Tablet,Furosemide,Diuretic,Losar 50 Tablet,Losartan,ARB,Safe,Low,32,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,low
DDI01493,Aspirin 75mg Tablet,Aspirin,Antiplatelet,Fluconazole 150mg Tablet,Fluconazole,Antifungal,Safe,Low,1,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,low
DDI01494,Clopidogrel 75mg Tablet,Clopidogrel,Antiplatelet,Amlodipine 5mg Tablet,Amlodipine,Calcium channel blocker,Safe,Low,19,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,low
DDI01495,Atorva 20 Tablet,Atorvastatin,Statin,Azithromycin 500mg Tablet,Azithromycin,Antibiotic,Safe,Low,23,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,low
DDI01496,Diazepam 5mg Tablet,Diazepam,Benzodiazepine,Cetirizine 10mg Tablet,Cetirizine,Antihistamine,Safe,Low,7,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,medium
DDI01497,Clopidogrel 75mg Tablet,Clopidogrel,Antiplatelet,Azithromycin 500mg Tablet,Azithromycin,Antibiotic,Safe,Low,21,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,low
